,destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,Y
7170,No Urgent Place,Partner,Sunny,80,10PM,Restaurant(<20),1d,Female,36,Single,1,Some college - no degree,Healthcare Practitioners & Technical,$12500 - $24999,never,less1,gt8,4~8,less1,1,0,0,1
7171,No Urgent Place,Partner,Sunny,30,10AM,Bar,1d,Female,36,Single,1,Some college - no degree,Healthcare Practitioners & Technical,$12500 - $24999,never,less1,gt8,4~8,less1,1,0,0,0
7172,No Urgent Place,Partner,Rainy,55,10AM,Carry out & Take away,2h,Female,36,Single,1,Some college - no degree,Healthcare Practitioners & Technical,$12500 - $24999,never,less1,gt8,4~8,less1,0,0,0,0
7173,No Urgent Place,Partner,Rainy,55,2PM,Restaurant(<20),2h,Female,36,Single,1,Some college - no degree,Healthcare Practitioners & Technical,$12500 - $24999,never,less1,gt8,4~8,less1,1,0,0,0
7174,No Urgent Place,Partner,Snowy,30,2PM,Coffee House,2h,Female,36,Single,1,Some college - no degree,Healthcare Practitioners & Technical,$12500 - $24999,never,less1,gt8,4~8,less1,1,0,0,0
7175,No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(20-50),1d,Female,36,Single,1,Some college - no degree,Healthcare Practitioners & Technical,$12500 - $24999,never,less1,gt8,4~8,less1,0,0,0,0
7176,Home,Alone,Sunny,30,6PM,Carry out & Take away,2h,Female,36,Single,1,Some college - no degree,Healthcare Practitioners & Technical,$12500 - $24999,never,less1,gt8,4~8,less1,1,0,1,0
7177,Home,Alone,Rainy,55,10PM,Coffee House,1d,Female,36,Single,1,Some college - no degree,Healthcare Practitioners & Technical,$12500 - $24999,never,less1,gt8,4~8,less1,0,0,1,0
7178,Home,Alone,Snowy,30,6PM,Coffee House,1d,Female,36,Single,1,Some college - no degree,Healthcare Practitioners & Technical,$12500 - $24999,never,less1,gt8,4~8,less1,1,0,0,1
7179,Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Female,36,Single,1,Some college - no degree,Healthcare Practitioners & Technical,$12500 - $24999,never,less1,gt8,4~8,less1,0,0,0,1
7180,Home,Partner,Sunny,80,6PM,Coffee House,1d,Female,36,Single,1,Some college - no degree,Healthcare Practitioners & Technical,$12500 - $24999,never,less1,gt8,4~8,less1,0,0,1,0
7181,Home,Alone,Sunny,80,6PM,Bar,2h,Female,36,Single,1,Some college - no degree,Healthcare Practitioners & Technical,$12500 - $24999,never,less1,gt8,4~8,less1,0,0,1,0
7182,Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Female,36,Single,1,Some college - no degree,Healthcare Practitioners & Technical,$12500 - $24999,never,less1,gt8,4~8,less1,1,1,0,0
7183,Work,Alone,Rainy,55,7AM,Restaurant(20-50),1d,Female,36,Single,1,Some college - no degree,Healthcare Practitioners & Technical,$12500 - $24999,never,less1,gt8,4~8,less1,1,1,0,1
7184,Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Female,36,Single,1,Some college - no degree,Healthcare Practitioners & Technical,$12500 - $24999,never,less1,gt8,4~8,less1,1,1,0,0
7185,Work,Alone,Snowy,30,7AM,Restaurant(20-50),1d,Female,36,Single,1,Some college - no degree,Healthcare Practitioners & Technical,$12500 - $24999,never,less1,gt8,4~8,less1,1,1,0,1
7186,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Female,36,Single,1,Some college - no degree,Healthcare Practitioners & Technical,$12500 - $24999,never,less1,gt8,4~8,less1,0,0,1,1
7187,No Urgent Place,Kid(s),Rainy,55,6PM,Carry out & Take away,2h,Female,26,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$50000 - $62499,never,never,less1,less1,less1,1,0,0,0
7188,No Urgent Place,Kid(s),Rainy,55,10PM,Bar,1d,Female,26,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$50000 - $62499,never,never,less1,less1,less1,1,0,0,0
7189,No Urgent Place,Kid(s),Snowy,30,6PM,Bar,1d,Female,26,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$50000 - $62499,never,never,less1,less1,less1,1,0,0,0
7190,No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(20-50),1d,Female,26,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$50000 - $62499,never,never,less1,less1,less1,0,0,0,0
7191,No Urgent Place,Kid(s),Sunny,55,2PM,Coffee House,1d,Female,26,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$50000 - $62499,never,never,less1,less1,less1,1,0,0,0
7192,Home,Partner,Sunny,30,10PM,Carry out & Take away,2h,Female,26,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$50000 - $62499,never,never,less1,less1,less1,1,0,0,0
7193,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Female,below21,Single,0,Some college - no degree,Healthcare Support,Less than $12500,never,1~3,less1,4~8,less1,1,0,0,0
7194,No Urgent Place,Alone,Sunny,55,6PM,Coffee House,2h,Female,below21,Single,0,Some college - no degree,Healthcare Support,Less than $12500,never,1~3,less1,4~8,less1,0,0,0,0
7195,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),2h,Female,below21,Single,0,Some college - no degree,Healthcare Support,Less than $12500,never,1~3,less1,4~8,less1,1,0,0,0
7196,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,1d,Female,below21,Single,0,Some college - no degree,Healthcare Support,Less than $12500,never,1~3,less1,4~8,less1,0,0,0,1
7197,No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Female,below21,Single,0,Some college - no degree,Healthcare Support,Less than $12500,never,1~3,less1,4~8,less1,0,0,0,1
7198,No Urgent Place,Friend(s),Rainy,55,10PM,Bar,2h,Female,below21,Single,0,Some college - no degree,Healthcare Support,Less than $12500,never,1~3,less1,4~8,less1,1,0,0,1
7199,No Urgent Place,Friend(s),Snowy,30,10AM,Carry out & Take away,1d,Female,below21,Single,0,Some college - no degree,Healthcare Support,Less than $12500,never,1~3,less1,4~8,less1,1,0,0,1
7200,No Urgent Place,Friend(s),Snowy,30,10PM,Carry out & Take away,1d,Female,below21,Single,0,Some college - no degree,Healthcare Support,Less than $12500,never,1~3,less1,4~8,less1,1,0,0,1
7201,No Urgent Place,Partner,Sunny,80,10PM,Restaurant(<20),1d,Female,below21,Single,0,Some college - no degree,Healthcare Support,Less than $12500,never,1~3,less1,4~8,less1,1,0,0,1
7202,No Urgent Place,Partner,Sunny,30,10AM,Bar,1d,Female,below21,Single,0,Some college - no degree,Healthcare Support,Less than $12500,never,1~3,less1,4~8,less1,1,0,0,0
7203,No Urgent Place,Partner,Rainy,55,10AM,Carry out & Take away,2h,Female,below21,Single,0,Some college - no degree,Healthcare Support,Less than $12500,never,1~3,less1,4~8,less1,0,0,0,1
7204,No Urgent Place,Partner,Rainy,55,2PM,Restaurant(<20),2h,Female,below21,Single,0,Some college - no degree,Healthcare Support,Less than $12500,never,1~3,less1,4~8,less1,1,0,0,1
7205,No Urgent Place,Partner,Snowy,30,2PM,Coffee House,2h,Female,below21,Single,0,Some college - no degree,Healthcare Support,Less than $12500,never,1~3,less1,4~8,less1,1,0,0,0
7206,Home,Alone,Sunny,30,6PM,Carry out & Take away,2h,Female,below21,Single,0,Some college - no degree,Healthcare Support,Less than $12500,never,1~3,less1,4~8,less1,1,0,1,1
7207,Home,Alone,Snowy,30,6PM,Coffee House,1d,Female,below21,Single,0,Some college - no degree,Healthcare Support,Less than $12500,never,1~3,less1,4~8,less1,1,0,0,0
7208,Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Female,below21,Single,0,Some college - no degree,Healthcare Support,Less than $12500,never,1~3,less1,4~8,less1,0,0,0,0
7209,Home,Partner,Sunny,80,6PM,Coffee House,1d,Female,below21,Single,0,Some college - no degree,Healthcare Support,Less than $12500,never,1~3,less1,4~8,less1,0,0,1,0
7210,Home,Alone,Sunny,80,6PM,Bar,2h,Female,below21,Single,0,Some college - no degree,Healthcare Support,Less than $12500,never,1~3,less1,4~8,less1,0,0,1,0
7211,Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Female,below21,Single,0,Some college - no degree,Healthcare Support,Less than $12500,never,1~3,less1,4~8,less1,1,1,0,0
7212,Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Female,below21,Single,0,Some college - no degree,Healthcare Support,Less than $12500,never,1~3,less1,4~8,less1,1,1,0,1
7213,Work,Alone,Snowy,30,7AM,Restaurant(20-50),1d,Female,below21,Single,0,Some college - no degree,Healthcare Support,Less than $12500,never,1~3,less1,4~8,less1,1,1,0,0
7214,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Female,below21,Single,0,Some college - no degree,Healthcare Support,Less than $12500,never,1~3,less1,4~8,less1,0,0,1,0
7215,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,less1,less1,1~3,less1,less1,1,0,0,1
7216,No Urgent Place,Alone,Sunny,55,6PM,Coffee House,2h,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,less1,less1,1~3,less1,less1,0,0,0,1
7217,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),2h,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,less1,less1,1~3,less1,less1,1,0,0,0
7218,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,1d,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,less1,less1,1~3,less1,less1,0,0,0,1
7219,No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,less1,less1,1~3,less1,less1,0,0,0,0
7220,No Urgent Place,Friend(s),Rainy,55,10PM,Bar,2h,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,less1,less1,1~3,less1,less1,1,0,0,0
7221,No Urgent Place,Friend(s),Snowy,30,10AM,Carry out & Take away,1d,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,less1,less1,1~3,less1,less1,1,0,0,1
7222,No Urgent Place,Friend(s),Snowy,30,10PM,Carry out & Take away,1d,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,less1,less1,1~3,less1,less1,1,0,0,1
7223,Home,Alone,Sunny,30,6PM,Carry out & Take away,2h,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,less1,less1,1~3,less1,less1,1,0,1,1
7224,Home,Alone,Snowy,30,6PM,Coffee House,1d,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,less1,less1,1~3,less1,less1,1,0,0,1
7225,Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,less1,less1,1~3,less1,less1,0,0,0,0
7226,Home,Partner,Sunny,80,6PM,Coffee House,1d,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,less1,less1,1~3,less1,less1,0,0,1,1
7227,Home,Alone,Sunny,80,6PM,Bar,2h,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,less1,less1,1~3,less1,less1,0,0,1,0
7228,Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,less1,less1,1~3,less1,less1,1,1,0,0
7229,Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,less1,less1,1~3,less1,less1,1,1,0,0
7230,Work,Alone,Snowy,30,7AM,Restaurant(20-50),1d,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,less1,less1,1~3,less1,less1,1,1,0,1
7231,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,less1,less1,1~3,less1,less1,0,0,1,1
7232,No Urgent Place,Kid(s),Rainy,55,6PM,Carry out & Take away,2h,Female,36,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$12500 - $24999,never,1~3,less1,1~3,4~8,1,0,0,1
7233,No Urgent Place,Kid(s),Rainy,55,10PM,Bar,1d,Female,36,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$12500 - $24999,never,1~3,less1,1~3,4~8,1,0,0,1
7234,No Urgent Place,Kid(s),Snowy,30,6PM,Bar,1d,Female,36,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$12500 - $24999,never,1~3,less1,1~3,4~8,1,0,0,1
7235,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Female,36,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$12500 - $24999,never,1~3,less1,1~3,4~8,1,0,0,1
7236,No Urgent Place,Alone,Sunny,55,6PM,Coffee House,2h,Female,36,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$12500 - $24999,never,1~3,less1,1~3,4~8,0,0,0,1
7237,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),2h,Female,36,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$12500 - $24999,never,1~3,less1,1~3,4~8,1,0,0,1
7238,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,1d,Female,36,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$12500 - $24999,never,1~3,less1,1~3,4~8,0,0,0,1
7239,No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Female,36,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$12500 - $24999,never,1~3,less1,1~3,4~8,0,0,0,1
7240,No Urgent Place,Friend(s),Rainy,55,10PM,Bar,2h,Female,36,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$12500 - $24999,never,1~3,less1,1~3,4~8,1,0,0,1
7241,No Urgent Place,Friend(s),Snowy,30,10AM,Carry out & Take away,1d,Female,36,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$12500 - $24999,never,1~3,less1,1~3,4~8,1,0,0,1
7242,No Urgent Place,Friend(s),Snowy,30,10PM,Carry out & Take away,1d,Female,36,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$12500 - $24999,never,1~3,less1,1~3,4~8,1,0,0,1
7243,No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(20-50),1d,Female,36,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$12500 - $24999,never,1~3,less1,1~3,4~8,0,0,0,1
7244,No Urgent Place,Kid(s),Sunny,55,2PM,Coffee House,1d,Female,36,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$12500 - $24999,never,1~3,less1,1~3,4~8,1,0,0,1
7245,Home,Alone,Sunny,30,6PM,Carry out & Take away,2h,Female,36,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$12500 - $24999,never,1~3,less1,1~3,4~8,1,0,1,1
7246,Home,Alone,Snowy,30,6PM,Coffee House,1d,Female,36,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$12500 - $24999,never,1~3,less1,1~3,4~8,1,0,0,1
7247,Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Female,36,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$12500 - $24999,never,1~3,less1,1~3,4~8,0,0,0,1
7248,Home,Alone,Sunny,80,6PM,Bar,2h,Female,36,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$12500 - $24999,never,1~3,less1,1~3,4~8,0,0,1,1
7249,Home,Partner,Sunny,30,10PM,Carry out & Take away,2h,Female,36,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$12500 - $24999,never,1~3,less1,1~3,4~8,1,0,0,1
7250,Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Female,36,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$12500 - $24999,never,1~3,less1,1~3,4~8,1,1,0,1
7251,Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Female,36,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$12500 - $24999,never,1~3,less1,1~3,4~8,1,1,0,1
7252,Work,Alone,Snowy,30,7AM,Restaurant(20-50),1d,Female,36,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$12500 - $24999,never,1~3,less1,1~3,4~8,1,1,0,1
7253,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Female,36,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$12500 - $24999,never,1~3,less1,1~3,4~8,0,0,1,1
7254,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Male,50plus,Unmarried partner,1,Associates degree,Transportation & Material Moving,$50000 - $62499,never,1~3,4~8,4~8,1~3,1,0,0,1
7255,No Urgent Place,Alone,Sunny,55,6PM,Coffee House,2h,Male,50plus,Unmarried partner,1,Associates degree,Transportation & Material Moving,$50000 - $62499,never,1~3,4~8,4~8,1~3,0,0,0,0
7256,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),2h,Male,50plus,Unmarried partner,1,Associates degree,Transportation & Material Moving,$50000 - $62499,never,1~3,4~8,4~8,1~3,1,0,0,1
7257,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,1d,Male,50plus,Unmarried partner,1,Associates degree,Transportation & Material Moving,$50000 - $62499,never,1~3,4~8,4~8,1~3,0,0,0,0
7258,No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Male,50plus,Unmarried partner,1,Associates degree,Transportation & Material Moving,$50000 - $62499,never,1~3,4~8,4~8,1~3,0,0,0,0
7259,No Urgent Place,Friend(s),Rainy,55,10PM,Bar,2h,Male,50plus,Unmarried partner,1,Associates degree,Transportation & Material Moving,$50000 - $62499,never,1~3,4~8,4~8,1~3,1,0,0,0
7260,No Urgent Place,Friend(s),Snowy,30,10AM,Carry out & Take away,1d,Male,50plus,Unmarried partner,1,Associates degree,Transportation & Material Moving,$50000 - $62499,never,1~3,4~8,4~8,1~3,1,0,0,1
7261,No Urgent Place,Friend(s),Snowy,30,10PM,Carry out & Take away,1d,Male,50plus,Unmarried partner,1,Associates degree,Transportation & Material Moving,$50000 - $62499,never,1~3,4~8,4~8,1~3,1,0,0,0
7262,No Urgent Place,Partner,Sunny,80,10PM,Restaurant(<20),1d,Male,50plus,Unmarried partner,1,Associates degree,Transportation & Material Moving,$50000 - $62499,never,1~3,4~8,4~8,1~3,1,0,0,1
7263,No Urgent Place,Partner,Sunny,30,10AM,Bar,1d,Male,50plus,Unmarried partner,1,Associates degree,Transportation & Material Moving,$50000 - $62499,never,1~3,4~8,4~8,1~3,1,0,0,0
7264,No Urgent Place,Partner,Rainy,55,10AM,Carry out & Take away,2h,Male,50plus,Unmarried partner,1,Associates degree,Transportation & Material Moving,$50000 - $62499,never,1~3,4~8,4~8,1~3,0,0,0,0
7265,No Urgent Place,Partner,Snowy,30,2PM,Coffee House,2h,Male,50plus,Unmarried partner,1,Associates degree,Transportation & Material Moving,$50000 - $62499,never,1~3,4~8,4~8,1~3,1,0,0,1
7266,Home,Alone,Sunny,30,6PM,Carry out & Take away,2h,Male,50plus,Unmarried partner,1,Associates degree,Transportation & Material Moving,$50000 - $62499,never,1~3,4~8,4~8,1~3,1,0,1,1
7267,Home,Alone,Snowy,30,6PM,Coffee House,1d,Male,50plus,Unmarried partner,1,Associates degree,Transportation & Material Moving,$50000 - $62499,never,1~3,4~8,4~8,1~3,1,0,0,0
7268,Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Male,50plus,Unmarried partner,1,Associates degree,Transportation & Material Moving,$50000 - $62499,never,1~3,4~8,4~8,1~3,0,0,0,0
7269,Home,Partner,Sunny,80,6PM,Coffee House,1d,Male,50plus,Unmarried partner,1,Associates degree,Transportation & Material Moving,$50000 - $62499,never,1~3,4~8,4~8,1~3,0,0,1,1
7270,Home,Alone,Sunny,80,6PM,Bar,2h,Male,50plus,Unmarried partner,1,Associates degree,Transportation & Material Moving,$50000 - $62499,never,1~3,4~8,4~8,1~3,0,0,1,0
7271,Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Male,50plus,Unmarried partner,1,Associates degree,Transportation & Material Moving,$50000 - $62499,never,1~3,4~8,4~8,1~3,1,1,0,0
7272,Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Male,50plus,Unmarried partner,1,Associates degree,Transportation & Material Moving,$50000 - $62499,never,1~3,4~8,4~8,1~3,1,1,0,0
7273,Work,Alone,Snowy,30,7AM,Restaurant(20-50),1d,Male,50plus,Unmarried partner,1,Associates degree,Transportation & Material Moving,$50000 - $62499,never,1~3,4~8,4~8,1~3,1,1,0,1
7274,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Male,50plus,Married partner,1,Associates degree,Retired,$37500 - $49999,never,never,4~8,4~8,never,1,0,0,1
7275,No Urgent Place,Alone,Sunny,55,6PM,Coffee House,2h,Male,50plus,Married partner,1,Associates degree,Retired,$37500 - $49999,never,never,4~8,4~8,never,0,0,0,0
7276,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),2h,Male,50plus,Married partner,1,Associates degree,Retired,$37500 - $49999,never,never,4~8,4~8,never,1,0,0,0
7277,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,1d,Male,50plus,Married partner,1,Associates degree,Retired,$37500 - $49999,never,never,4~8,4~8,never,0,0,0,1
7278,No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Male,50plus,Married partner,1,Associates degree,Retired,$37500 - $49999,never,never,4~8,4~8,never,0,0,0,0
7279,No Urgent Place,Friend(s),Rainy,55,10PM,Bar,2h,Male,50plus,Married partner,1,Associates degree,Retired,$37500 - $49999,never,never,4~8,4~8,never,1,0,0,0
7280,No Urgent Place,Friend(s),Snowy,30,10AM,Carry out & Take away,1d,Male,50plus,Married partner,1,Associates degree,Retired,$37500 - $49999,never,never,4~8,4~8,never,1,0,0,1
7281,No Urgent Place,Friend(s),Snowy,30,10PM,Carry out & Take away,1d,Male,50plus,Married partner,1,Associates degree,Retired,$37500 - $49999,never,never,4~8,4~8,never,1,0,0,1
7282,No Urgent Place,Partner,Sunny,80,10PM,Restaurant(<20),1d,Male,50plus,Married partner,1,Associates degree,Retired,$37500 - $49999,never,never,4~8,4~8,never,1,0,0,0
7283,No Urgent Place,Partner,Sunny,30,10AM,Bar,1d,Male,50plus,Married partner,1,Associates degree,Retired,$37500 - $49999,never,never,4~8,4~8,never,1,0,0,0
7284,No Urgent Place,Partner,Rainy,55,10AM,Carry out & Take away,2h,Male,50plus,Married partner,1,Associates degree,Retired,$37500 - $49999,never,never,4~8,4~8,never,0,0,0,1
7285,No Urgent Place,Partner,Rainy,55,2PM,Restaurant(<20),2h,Male,50plus,Married partner,1,Associates degree,Retired,$37500 - $49999,never,never,4~8,4~8,never,1,0,0,0
7286,No Urgent Place,Partner,Snowy,30,2PM,Coffee House,2h,Male,50plus,Married partner,1,Associates degree,Retired,$37500 - $49999,never,never,4~8,4~8,never,1,0,0,0
7287,Home,Alone,Sunny,30,6PM,Carry out & Take away,2h,Male,50plus,Married partner,1,Associates degree,Retired,$37500 - $49999,never,never,4~8,4~8,never,1,0,1,1
7288,Home,Alone,Snowy,30,6PM,Coffee House,1d,Male,50plus,Married partner,1,Associates degree,Retired,$37500 - $49999,never,never,4~8,4~8,never,1,0,0,0
7289,Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Male,50plus,Married partner,1,Associates degree,Retired,$37500 - $49999,never,never,4~8,4~8,never,0,0,0,0
7290,Home,Partner,Sunny,80,6PM,Coffee House,1d,Male,50plus,Married partner,1,Associates degree,Retired,$37500 - $49999,never,never,4~8,4~8,never,0,0,1,1
7291,Home,Alone,Sunny,80,6PM,Bar,2h,Male,50plus,Married partner,1,Associates degree,Retired,$37500 - $49999,never,never,4~8,4~8,never,0,0,1,0
7292,Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Male,50plus,Married partner,1,Associates degree,Retired,$37500 - $49999,never,never,4~8,4~8,never,1,1,0,1
7293,Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Male,50plus,Married partner,1,Associates degree,Retired,$37500 - $49999,never,never,4~8,4~8,never,1,1,0,1
7294,Work,Alone,Snowy,30,7AM,Restaurant(20-50),1d,Male,50plus,Married partner,1,Associates degree,Retired,$37500 - $49999,never,never,4~8,4~8,never,1,1,0,0
7295,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Male,50plus,Married partner,1,Associates degree,Retired,$37500 - $49999,never,never,4~8,4~8,never,0,0,1,1
7296,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Male,36,Single,0,Some college - no degree,Construction & Extraction,$50000 - $62499,never,never,1~3,less1,less1,1,0,0,1
7297,No Urgent Place,Friend(s),Sunny,80,10AM,Restaurant(<20),1d,Male,36,Single,0,Some college - no degree,Construction & Extraction,$50000 - $62499,never,never,1~3,less1,less1,0,0,0,1
7298,No Urgent Place,Alone,Sunny,55,6PM,Coffee House,2h,Male,36,Single,0,Some college - no degree,Construction & Extraction,$50000 - $62499,never,never,1~3,less1,less1,0,0,0,1
7299,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),2h,Male,36,Single,0,Some college - no degree,Construction & Extraction,$50000 - $62499,never,never,1~3,less1,less1,1,0,0,1
7300,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,1d,Male,36,Single,0,Some college - no degree,Construction & Extraction,$50000 - $62499,never,never,1~3,less1,less1,0,0,0,1
7301,No Urgent Place,Friend(s),Sunny,55,10AM,Coffee House,1d,Male,36,Single,0,Some college - no degree,Construction & Extraction,$50000 - $62499,never,never,1~3,less1,less1,1,0,0,1
7302,No Urgent Place,Friend(s),Sunny,55,6PM,Carry out & Take away,1d,Male,36,Single,0,Some college - no degree,Construction & Extraction,$50000 - $62499,never,never,1~3,less1,less1,1,0,0,1
7303,No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Male,36,Single,0,Some college - no degree,Construction & Extraction,$50000 - $62499,never,never,1~3,less1,less1,0,0,0,1
7304,No Urgent Place,Friend(s),Rainy,55,10PM,Bar,2h,Male,36,Single,0,Some college - no degree,Construction & Extraction,$50000 - $62499,never,never,1~3,less1,less1,1,0,0,0
7305,No Urgent Place,Friend(s),Snowy,30,10AM,Carry out & Take away,1d,Male,36,Single,0,Some college - no degree,Construction & Extraction,$50000 - $62499,never,never,1~3,less1,less1,1,0,0,1
7306,No Urgent Place,Friend(s),Snowy,30,10PM,Carry out & Take away,1d,Male,36,Single,0,Some college - no degree,Construction & Extraction,$50000 - $62499,never,never,1~3,less1,less1,1,0,0,1
7307,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Male,36,Single,0,Some college - no degree,Construction & Extraction,$50000 - $62499,never,never,1~3,less1,less1,0,0,0,0
7308,Home,Alone,Sunny,30,6PM,Carry out & Take away,2h,Male,36,Single,0,Some college - no degree,Construction & Extraction,$50000 - $62499,never,never,1~3,less1,less1,1,0,1,1
7309,Home,Alone,Rainy,55,10PM,Coffee House,1d,Male,36,Single,0,Some college - no degree,Construction & Extraction,$50000 - $62499,never,never,1~3,less1,less1,0,0,1,1
7310,Home,Alone,Snowy,30,6PM,Coffee House,1d,Male,36,Single,0,Some college - no degree,Construction & Extraction,$50000 - $62499,never,never,1~3,less1,less1,1,0,0,0
7311,Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Male,36,Single,0,Some college - no degree,Construction & Extraction,$50000 - $62499,never,never,1~3,less1,less1,0,0,0,1
